[0,0,0,0,0,0,0]=> size : 18190, iter: 0
[4,3,0,0,0,0,0]=> size : 3581, iter: 2
[4,4,0,0,0,0,0]=> size : 3173, iter: 2
[4,5,0,0,0,0,0]=> size : 2826, iter: 2
[4,6,0,0,0,0,0]=> size : 2523, iter: 2
[4,7,0,0,0,0,0]=> size : 2259, iter: 2
[4,8,0,0,0,0,0]=> size : 2025, iter: 2
[4,9,0,0,0,0,0]=> size : 1844, iter: 2
[4,10,0,0,0,0,0]=> size : 1658, iter: 2
[4,11,0,0,0,0,0]=> size : 1480, iter: 2
[4,12,0,0,0,0,0]=> size : 1321, iter: 2
[4,13,0,0,0,0,0]=> size : 1164, iter: 3
[4,14,0,0,0,0,0]=> size : 1063, iter: 2
[4,15,0,0,0,0,0]=> size : 981, iter: 2
[4,16,0,0,0,0,0]=> size : 874, iter: 2
[4,17,0,0,0,0,0]=> size : 742, iter: 2
[4,18,0,0,0,0,0]=> size : 634, iter: 2
[4,19,0,0,0,0,0]=> size : 484, iter: 3
[4,20,0,0,0,0,0]=> size : 379, iter: 2
[4,18,0,0,1,0,0]=> size : 284, iter: 2
[4,17,0,0,1,0,0]=> size : 319, iter: 2
[4,16,0,0,1,0,0]=> size : 385, iter: 2
[4,15,0,0,1,0,0]=> size : 458, iter: 3
[4,14,0,0,1,0,0]=> size : 551, iter: 2
[4,13,0,1,0,0,0]=> size : 191, iter: 2
[4,13,0,0,1,0,0]=> size : 670, iter: 2
[4,13,0,0,2,0,0]=> size : 132, iter: 2
[4,12,0,1,0,0,0]=> size : 246, iter: 5
[4,12,0,0,1,0,0]=> size : 722, iter: 2
[4,12,0,0,2,0,0]=> size : 321, iter: 8
[4,11,0,1,0,0,0]=> size : 299, iter: 2
[4,11,0,1,1,0,0]=> size : 115, iter: 2
[4,11,0,0,1,0,0]=> size : 767, iter: 2
[4,11,0,0,2,0,0]=> size : 405, iter: 2
[4,10,0,1,0,0,0]=> size : 345, iter: 2
[4,10,0,1,1,0,0]=> size : 136, iter: 2
[4,10,0,0,1,0,0]=> size : 841, iter: 4
[4,10,0,0,2,0,0]=> size : 459, iter: 2
[4,9,0,1,0,0,0]=> size : 411, iter: 2
[4,9,0,1,1,0,0]=> size : 177, iter: 2
[4,9,0,0,1,0,0]=> size : 928, iter: 2
[4,9,0,0,2,0,0]=> size : 519, iter: 2
[4,9,0,0,0,1,0]=> size : 52, iter: 2
[4,8,0,1,0,0,0]=> size : 481, iter: 2
[4,8,0,2,0,0,0]=> size : 63, iter: 2
[4,8,0,1,1,0,0]=> size : 220, iter: 2
[4,8,0,0,1,0,0]=> size : 1008, iter: 2
[4,8,0,0,2,0,0]=> size : 560, iter: 2
[4,8,0,0,3,0,0]=> size : 122, iter: 2
[4,8,0,0,1,1,0]=> size : 38, iter: 2
[4,8,0,0,0,1,0]=> size : 65, iter: 2
[4,7,0,1,0,0,0]=> size : 535, iter: 2
[4,7,0,2,0,0,0]=> size : 82, iter: 2
[4,7,0,1,1,0,0]=> size : 269, iter: 2
[4,7,0,1,2,0,0]=> size : 73, iter: 2
[4,7,0,0,1,0,0]=> size : 1092, iter: 2
[4,7,0,0,2,0,0]=> size : 607, iter: 3
[4,7,0,0,3,0,0]=> size : 184, iter: 2
[4,7,0,0,1,1,0]=> size : 49, iter: 2
[4,7,0,0,0,1,0]=> size : 76, iter: 2
[4,7,0,0,0,2,0]=> size : 29, iter: 2
[4,6,1,0,0,0,0]=> size : 46, iter: 2
[4,6,1,0,1,0,0]=> size : 21, iter: 2
[4,6,0,1,0,0,0]=> size : 589, iter: 3
[4,6,0,2,0,0,0]=> size : 85, iter: 2
[4,6,0,1,1,0,0]=> size : 302, iter: 2
[4,6,0,1,2,0,0]=> size : 77, iter: 2
[4,6,0,0,1,0,0]=> size : 1409, iter: 2
[4,6,0,0,2,0,0]=> size : 672, iter: 3
[4,6,0,0,3,0,0]=> size : 315, iter: 2
[4,6,0,0,1,1,0]=> size : 49, iter: 2
[4,6,0,0,0,1,0]=> size : 88, iter: 2
[4,6,0,0,0,2,0]=> size : 37, iter: 2
[4,5,1,0,0,0,0]=> size : 49, iter: 2
[4,5,1,0,1,0,0]=> size : 22, iter: 2
[4,5,1,0,0,1,0]=> size : 18, iter: 2
[4,5,0,1,0,0,0]=> size : 627, iter: 3
[4,5,0,2,0,0,0]=> size : 123, iter: 3
[4,5,0,2,1,0,0]=> size : 29, iter: 3
[4,5,0,1,1,0,0]=> size : 335, iter: 2
[4,5,0,1,2,0,0]=> size : 108, iter: 2
[4,5,0,1,0,1,0]=> size : 29, iter: 2
[4,5,0,0,1,0,0]=> size : 1517, iter: 3
[4,5,0,0,2,0,0]=> size : 734, iter: 2
[4,5,0,0,3,0,0]=> size : 332, iter: 2
[4,5,0,0,2,1,0]=> size : 23, iter: 2
[4,5,0,0,1,1,0]=> size : 58, iter: 2
[4,5,0,0,1,2,0]=> size : 29, iter: 2
[4,5,0,0,0,1,0]=> size : 97, iter: 2
[4,5,0,0,0,2,0]=> size : 37, iter: 2
[4,4,1,0,0,0,0]=> size : 64, iter: 2
[4,4,1,0,1,0,0]=> size : 22, iter: 2
[4,4,1,0,1,1,0]=> size : 11, iter: 2
[4,4,1,0,0,1,0]=> size : 27, iter: 2
[4,4,0,1,0,0,0]=> size : 671, iter: 3
[4,4,0,2,0,0,0]=> size : 134, iter: 3
[4,4,0,2,1,0,0]=> size : 32, iter: 3
[4,4,0,1,1,0,0]=> size : 345, iter: 2
[4,4,0,1,2,0,0]=> size : 149, iter: 2
[4,4,0,1,0,1,0]=> size : 31, iter: 2
[4,4,0,0,1,0,0]=> size : 1635, iter: 2
[4,4,0,0,2,0,0]=> size : 792, iter: 2
[4,4,0,0,3,0,0]=> size : 369, iter: 2
[4,4,0,0,2,1,0]=> size : 23, iter: 2
[4,4,0,0,1,1,0]=> size : 68, iter: 2
[4,4,0,0,1,2,0]=> size : 34, iter: 2
[4,4,0,0,0,1,0]=> size : 104, iter: 2
[4,4,0,0,0,2,0]=> size : 44, iter: 2
[4,3,1,0,0,0,0]=> size : 72, iter: 2
[4,3,1,0,1,0,0]=> size : 22, iter: 2
[4,3,1,0,1,1,0]=> size : 11, iter: 2
[4,3,1,0,0,1,0]=> size : 28, iter: 2
[4,3,0,1,0,0,0]=> size : 693, iter: 3
[4,3,0,2,0,0,0]=> size : 201, iter: 3
[4,3,0,2,1,0,0]=> size : 35, iter: 3
[4,3,0,1,1,0,0]=> size : 357, iter: 2
[4,3,0,1,2,0,0]=> size : 163, iter: 2
[4,3,0,1,0,1,0]=> size : 31, iter: 2
[4,3,0,0,1,0,0]=> size : 1740, iter: 2
[4,3,0,0,2,0,0]=> size : 817, iter: 2
[4,3,0,0,3,0,0]=> size : 394, iter: 2
[4,3,0,0,2,1,0]=> size : 23, iter: 2
[4,3,0,0,1,1,0]=> size : 69, iter: 2
[4,3,0,0,1,2,0]=> size : 34, iter: 2
[4,3,0,0,0,1,0]=> size : 136, iter: 2
[4,3,0,0,0,2,0]=> size : 47, iter: 2
[4,2,1,0,0,0,0]=> size : 73, iter: 2
[4,2,1,0,1,0,0]=> size : 27, iter: 2
[4,2,1,0,1,1,0]=> size : 11, iter: 2
[4,2,1,0,0,1,0]=> size : 28, iter: 2
[4,2,0,1,0,0,0]=> size : 717, iter: 3
[4,2,0,2,0,0,0]=> size : 210, iter: 3
[4,2,0,2,1,0,0]=> size : 37, iter: 3
[4,2,0,1,1,0,0]=> size : 362, iter: 2
[4,2,0,1,2,0,0]=> size : 168, iter: 2
[4,2,0,1,0,1,0]=> size : 34, iter: 2
[4,2,0,0,1,0,0]=> size : 1841, iter: 3
[4,2,0,0,2,0,0]=> size : 848, iter: 6
[4,2,0,0,3,0,0]=> size : 398, iter: 5
[4,2,0,0,4,0,0]=> size : 14, iter: 2
[4,2,0,0,5,0,0]=> size : 13, iter: 2
[4,2,0,0,6,0,0]=> size : 13, iter: 2
[4,2,0,0,2,1,0]=> size : 23, iter: 2
[4,2,0,0,1,1,0]=> size : 69, iter: 2
[4,2,0,0,1,2,0]=> size : 36, iter: 2
[4,2,0,0,0,1,0]=> size : 142, iter: 2
[4,2,0,0,0,2,0]=> size : 48, iter: 2
[4,1,1,0,0,0,0]=> size : 75, iter: 2
[4,1,1,0,1,0,0]=> size : 27, iter: 2
[4,1,1,0,1,1,0]=> size : 11, iter: 2
[4,1,1,0,0,1,0]=> size : 28, iter: 2
[4,1,0,1,0,0,0]=> size : 738, iter: 3
[4,1,0,2,0,0,0]=> size : 213, iter: 3
[4,1,0,2,1,0,0]=> size : 62, iter: 2
[4,1,0,1,1,0,0]=> size : 383, iter: 2
[4,1,0,1,2,0,0]=> size : 186, iter: 2
[4,1,0,1,0,1,0]=> size : 36, iter: 2
[4,1,0,0,1,0,0]=> size : 1917, iter: 3
[4,1,0,0,2,0,0]=> size : 873, iter: 6
[4,1,0,0,3,0,0]=> size : 427, iter: 6
[4,1,0,0,4,0,0]=> size : 16, iter: 2
[4,1,0,0,5,0,0]=> size : 16, iter: 2
[4,1,0,0,6,0,0]=> size : 15, iter: 2
[4,1,0,0,7,0,0]=> size : 15, iter: 2
[4,1,0,0,2,1,0]=> size : 23, iter: 2
[4,1,0,0,1,1,0]=> size : 69, iter: 2
[4,1,0,0,1,2,0]=> size : 36, iter: 2
[4,1,0,0,0,1,0]=> size : 146, iter: 2
[4,1,0,0,0,2,0]=> size : 50, iter: 2
[4,0,1,0,0,0,0]=> size : 75, iter: 2
[4,0,1,0,1,0,0]=> size : 27, iter: 2
[4,0,1,0,1,1,0]=> size : 11, iter: 2
[4,0,1,0,0,1,0]=> size : 28, iter: 2
[4,0,0,1,0,0,0]=> size : 746, iter: 3
[4,0,0,2,0,0,0]=> size : 213, iter: 3
[4,0,0,3,0,0,0]=> size : 8, iter: 3
[4,0,0,4,0,0,0]=> size : 8, iter: 2
[4,0,0,2,1,0,0]=> size : 62, iter: 2
[4,0,0,1,1,0,0]=> size : 383, iter: 2
[4,0,0,1,2,0,0]=> size : 186, iter: 2
[4,0,0,1,0,1,0]=> size : 36, iter: 2
[4,0,0,0,1,0,0]=> size : 1947, iter: 3
[4,0,0,0,2,0,0]=> size : 874, iter: 6
[4,0,0,0,3,0,0]=> size : 432, iter: 6
[4,0,0,0,4,0,0]=> size : 16, iter: 2
[4,0,0,0,5,0,0]=> size : 16, iter: 2
[4,0,0,0,6,0,0]=> size : 15, iter: 2
[4,0,0,0,7,0,0]=> size : 15, iter: 2
[4,0,0,0,2,1,0]=> size : 23, iter: 2
[4,0,0,0,1,1,0]=> size : 69, iter: 2
[4,0,0,0,1,2,0]=> size : 36, iter: 2
[4,0,0,0,0,1,0]=> size : 148, iter: 2
[4,0,0,0,0,2,0]=> size : 50, iter: 2
[3,1,0,0,0,0,0]=> size : 5618, iter: 2
[3,2,0,0,0,0,0]=> size : 4887, iter: 2
[3,3,0,0,0,0,0]=> size : 4287, iter: 2
[3,4,0,0,0,0,0]=> size : 3785, iter: 3
[3,5,0,0,0,0,0]=> size : 3350, iter: 2
[3,6,0,0,0,0,0]=> size : 2915, iter: 2
[3,7,0,0,0,0,0]=> size : 2593, iter: 2
[3,8,0,0,0,0,0]=> size : 2311, iter: 2
[3,9,0,0,0,0,0]=> size : 2086, iter: 2
[3,10,0,0,0,0,0]=> size : 1899, iter: 2
[3,11,0,0,0,0,0]=> size : 1693, iter: 2
[3,12,0,0,0,0,0]=> size : 1527, iter: 2
[3,13,0,0,0,0,0]=> size : 1367, iter: 2
[3,14,0,0,0,0,0]=> size : 1251, iter: 2
[3,15,0,0,0,0,0]=> size : 1126, iter: 2
[3,16,0,0,0,0,0]=> size : 1017, iter: 2
[3,17,0,0,0,0,0]=> size : 918, iter: 2
[3,18,0,0,0,0,0]=> size : 776, iter: 2
[3,19,0,0,0,0,0]=> size : 649, iter: 3
[3,20,0,0,0,0,0]=> size : 546, iter: 2
[3,21,0,0,0,0,0]=> size : 460, iter: 2
[3,22,0,0,0,0,0]=> size : 358, iter: 2
[3,18,0,0,1,0,0]=> size : 315, iter: 2
[3,17,0,0,1,0,0]=> size : 367, iter: 2
[3,16,0,0,1,0,0]=> size : 494, iter: 2
[3,15,0,0,1,0,0]=> size : 592, iter: 2
[3,14,0,0,1,0,0]=> size : 672, iter: 2
[3,13,0,1,0,0,0]=> size : 244, iter: 2
[3,13,0,0,1,0,0]=> size : 761, iter: 2
[3,13,0,0,2,0,0]=> size : 309, iter: 4
[3,12,0,1,0,0,0]=> size : 295, iter: 2
[3,12,0,0,1,0,0]=> size : 824, iter: 2
[3,12,0,0,2,0,0]=> size : 449, iter: 3
[3,11,0,1,0,0,0]=> size : 350, iter: 2
[3,11,0,1,1,0,0]=> size : 154, iter: 2
[3,11,0,0,1,0,0]=> size : 899, iter: 2
[3,11,0,0,2,0,0]=> size : 528, iter: 3
[3,10,0,1,0,0,0]=> size : 416, iter: 2
[3,10,0,1,1,0,0]=> size : 171, iter: 4
[3,10,0,0,1,0,0]=> size : 1000, iter: 2
[3,10,0,0,2,0,0]=> size : 579, iter: 3
[3,9,0,1,0,0,0]=> size : 477, iter: 2
[3,9,0,1,1,0,0]=> size : 224, iter: 2
[3,9,0,0,1,0,0]=> size : 1086, iter: 2
[3,9,0,0,2,0,0]=> size : 633, iter: 3
[3,9,0,0,3,0,0]=> size : 120, iter: 6
[3,9,0,0,0,1,0]=> size : 55, iter: 2
[3,8,0,1,0,0,0]=> size : 518, iter: 2
[3,8,0,2,0,0,0]=> size : 75, iter: 2
[3,8,0,1,1,0,0]=> size : 321, iter: 2
[3,8,0,1,2,0,0]=> size : 92, iter: 2
[3,8,0,0,1,0,0]=> size : 1181, iter: 2
[3,8,0,0,2,0,0]=> size : 694, iter: 3
[3,8,0,0,3,0,0]=> size : 374, iter: 2
[3,8,0,0,1,1,0]=> size : 39, iter: 2
[3,8,0,0,0,1,0]=> size : 72, iter: 2
[3,7,1,0,0,0,0]=> size : 46, iter: 2
[3,7,0,1,0,0,0]=> size : 582, iter: 2
[3,7,0,2,0,0,0]=> size : 113, iter: 2
[3,7,0,1,1,0,0]=> size : 352, iter: 2
[3,7,0,1,2,0,0]=> size : 106, iter: 2
[3,7,0,0,1,0,0]=> size : 1303, iter: 2
[3,7,0,0,2,0,0]=> size : 770, iter: 3
[3,7,0,0,3,0,0]=> size : 394, iter: 3
[3,7,0,0,1,1,0]=> size : 51, iter: 2
[3,7,0,0,0,1,0]=> size : 95, iter: 2
[3,7,0,0,0,2,0]=> size : 30, iter: 2
[3,6,1,0,0,0,0]=> size : 54, iter: 2
[3,6,1,0,1,0,0]=> size : 22, iter: 2
[3,6,0,1,0,0,0]=> size : 662, iter: 2
[3,6,0,2,0,0,0]=> size : 134, iter: 2
[3,6,0,2,1,0,0]=> size : 51, iter: 4
[3,6,0,1,1,0,0]=> size : 385, iter: 2
[3,6,0,1,2,0,0]=> size : 150, iter: 2
[3,6,0,0,1,0,0]=> size : 1641, iter: 2
[3,6,0,0,2,0,0]=> size : 838, iter: 3
[3,6,0,0,3,0,0]=> size : 463, iter: 3
[3,6,0,0,2,1,0]=> size : 21, iter: 2
[3,6,0,0,1,1,0]=> size : 54, iter: 2
[3,6,0,0,1,2,0]=> size : 23, iter: 2
[3,6,0,0,0,1,0]=> size : 115, iter: 2
[3,6,0,0,0,2,0]=> size : 37, iter: 2
[3,5,1,0,0,0,0]=> size : 84, iter: 2
[3,5,1,0,1,0,0]=> size : 23, iter: 2
[3,5,1,0,1,1,0]=> size : 14, iter: 2
[3,5,1,0,0,1,0]=> size : 24, iter: 2
[3,5,0,1,0,0,0]=> size : 717, iter: 2
[3,5,0,2,0,0,0]=> size : 186, iter: 2
[3,5,0,2,1,0,0]=> size : 67, iter: 3
[3,5,0,1,1,0,0]=> size : 420, iter: 2
[3,5,0,1,2,0,0]=> size : 161, iter: 2
[3,5,0,1,0,1,0]=> size : 29, iter: 2
[3,5,0,0,1,0,0]=> size : 1795, iter: 2
[3,5,0,0,2,0,0]=> size : 1085, iter: 2
[3,5,0,0,3,0,0]=> size : 528, iter: 3
[3,5,0,0,2,1,0]=> size : 23, iter: 2
[3,5,0,0,1,1,0]=> size : 60, iter: 2
[3,5,0,0,1,2,0]=> size : 30, iter: 2
[3,5,0,0,0,1,0]=> size : 127, iter: 2
[3,5,0,0,0,2,0]=> size : 39, iter: 2
[3,4,1,0,0,0,0]=> size : 98, iter: 2
[3,4,1,0,1,0,0]=> size : 29, iter: 2
[3,4,1,0,2,0,0]=> size : 10, iter: 2
[3,4,1,0,1,1,0]=> size : 15, iter: 2
[3,4,1,0,0,1,0]=> size : 29, iter: 2
[3,4,0,1,0,0,0]=> size : 775, iter: 2
[3,4,0,2,0,0,0]=> size : 222, iter: 2
[3,4,0,3,0,0,0]=> size : 17, iter: 4
[3,4,0,2,1,0,0]=> size : 67, iter: 5
[3,4,0,1,1,0,0]=> size : 442, iter: 2
[3,4,0,1,2,0,0]=> size : 220, iter: 2
[3,4,0,1,3,0,0]=> size : 8, iter: 3
[3,4,0,1,1,1,0]=> size : 19, iter: 2
[3,4,0,1,0,1,0]=> size : 31, iter: 2
[3,4,0,0,1,0,0]=> size : 1994, iter: 2
[3,4,0,0,2,0,0]=> size : 1155, iter: 2
[3,4,0,0,3,0,0]=> size : 571, iter: 4
[3,4,0,0,2,1,0]=> size : 23, iter: 2
[3,4,0,0,1,1,0]=> size : 75, iter: 2
[3,4,0,0,1,2,0]=> size : 34, iter: 2
[3,4,0,0,0,1,0]=> size : 141, iter: 2
[3,4,0,0,0,2,0]=> size : 46, iter: 2
[3,3,1,0,0,0,0]=> size : 104, iter: 2
[3,3,2,0,0,0,0]=> size : 11, iter: 2
[3,3,1,0,1,0,0]=> size : 29, iter: 2
[3,3,1,0,2,0,0]=> size : 10, iter: 2
[3,3,1,0,1,1,0]=> size : 15, iter: 2
[3,3,1,0,0,1,0]=> size : 30, iter: 2
[3,3,0,1,0,0,0]=> size : 815, iter: 2
[3,3,0,2,0,0,0]=> size : 242, iter: 2
[3,3,0,3,0,0,0]=> size : 20, iter: 4
[3,3,0,2,1,0,0]=> size : 80, iter: 4
[3,3,0,1,1,0,0]=> size : 454, iter: 2
[3,3,0,1,2,0,0]=> size : 226, iter: 2
[3,3,0,1,3,0,0]=> size : 14, iter: 5
[3,3,0,1,1,1,0]=> size : 19, iter: 2
[3,3,0,1,0,1,0]=> size : 31, iter: 2
[3,3,0,0,1,0,0]=> size : 2151, iter: 2
[3,3,0,0,2,0,0]=> size : 1219, iter: 2
[3,3,0,0,3,0,0]=> size : 604, iter: 3
[3,3,0,0,4,0,0]=> size : 11, iter: 8
[3,3,0,0,5,0,0]=> size : 11, iter: 2
[3,3,0,0,2,1,0]=> size : 23, iter: 2
[3,3,0,0,1,1,0]=> size : 81, iter: 2
[3,3,0,0,1,2,0]=> size : 34, iter: 2
[3,3,0,0,0,1,0]=> size : 174, iter: 2
[3,3,0,0,0,2,0]=> size : 49, iter: 2
[3,2,1,0,0,0,0]=> size : 109, iter: 2
[3,2,2,0,0,0,0]=> size : 11, iter: 2
[3,2,1,0,1,0,0]=> size : 33, iter: 2
[3,2,1,0,2,0,0]=> size : 10, iter: 2
[3,2,1,0,1,1,0]=> size : 15, iter: 2
[3,2,1,0,0,1,0]=> size : 30, iter: 2
[3,2,0,1,0,0,0]=> size : 866, iter: 2
[3,2,0,2,0,0,0]=> size : 258, iter: 2
[3,2,0,3,0,0,0]=> size : 20, iter: 4
[3,2,0,2,1,0,0]=> size : 105, iter: 3
[3,2,0,2,2,0,0]=> size : 20, iter: 3
[3,2,0,1,1,0,0]=> size : 474, iter: 2
[3,2,0,1,2,0,0]=> size : 227, iter: 2
[3,2,0,1,3,0,0]=> size : 35, iter: 6
[3,2,0,1,1,1,0]=> size : 19, iter: 2
[3,2,0,1,0,1,0]=> size : 37, iter: 2
[3,2,0,0,1,0,0]=> size : 2293, iter: 2
[3,2,0,0,2,0,0]=> size : 1275, iter: 2
[3,2,0,0,3,0,0]=> size : 626, iter: 3
[3,2,0,0,4,0,0]=> size : 204, iter: 7
[3,2,0,0,5,0,0]=> size : 13, iter: 2
[3,2,0,0,6,0,0]=> size : 13, iter: 2
[3,2,0,0,2,1,0]=> size : 26, iter: 2
[3,2,0,0,1,1,0]=> size : 82, iter: 2
[3,2,0,0,1,2,0]=> size : 37, iter: 2
[3,2,0,0,0,1,0]=> size : 183, iter: 2
[3,2,0,0,0,2,0]=> size : 52, iter: 2
[3,1,1,0,0,0,0]=> size : 119, iter: 2
[3,1,2,0,0,0,0]=> size : 11, iter: 2
[3,1,1,0,1,0,0]=> size : 33, iter: 2
[3,1,1,0,2,0,0]=> size : 10, iter: 2
[3,1,1,0,1,1,0]=> size : 16, iter: 2
[3,1,1,0,0,1,0]=> size : 31, iter: 2
[3,1,0,1,0,0,0]=> size : 913, iter: 2
[3,1,0,2,0,0,0]=> size : 262, iter: 2
[3,1,0,3,0,0,0]=> size : 28, iter: 4
[3,1,0,2,1,0,0]=> size : 117, iter: 3
[3,1,0,2,2,0,0]=> size : 20, iter: 3
[3,1,0,1,1,0,0]=> size : 482, iter: 2
[3,1,0,1,2,0,0]=> size : 238, iter: 2
[3,1,0,1,3,0,0]=> size : 37, iter: 6
[3,1,0,1,4,0,0]=> size : 14, iter: 2
[3,1,0,1,5,0,0]=> size : 13, iter: 2
[3,1,0,1,6,0,0]=> size : 13, iter: 2
[3,1,0,1,1,1,0]=> size : 20, iter: 2
[3,1,0,1,0,1,0]=> size : 39, iter: 2
[3,1,0,0,1,0,0]=> size : 2427, iter: 2
[3,1,0,0,2,0,0]=> size : 1303, iter: 3
[3,1,0,0,3,0,0]=> size : 665, iter: 3
[3,1,0,0,4,0,0]=> size : 257, iter: 5
[3,1,0,0,5,0,0]=> size : 16, iter: 3
[3,1,0,0,6,0,0]=> size : 15, iter: 2
[3,1,0,0,7,0,0]=> size : 15, iter: 2
[3,1,0,0,2,1,0]=> size : 26, iter: 2
[3,1,0,0,1,1,0]=> size : 82, iter: 2
[3,1,0,0,1,2,0]=> size : 37, iter: 2
[3,1,0,0,0,1,0]=> size : 190, iter: 2
[3,1,0,0,0,2,0]=> size : 53, iter: 2
[3,0,1,0,0,0,0]=> size : 120, iter: 2
[3,0,2,0,0,0,0]=> size : 11, iter: 2
[3,0,1,0,1,0,0]=> size : 33, iter: 2
[3,0,1,0,2,0,0]=> size : 10, iter: 2
[3,0,1,0,1,1,0]=> size : 16, iter: 2
[3,0,1,0,0,1,0]=> size : 31, iter: 2
[3,0,1,0,0,2,0]=> size : 7, iter: 2
[3,0,1,0,0,3,0]=> size : 7, iter: 2
[3,0,0,1,0,0,0]=> size : 935, iter: 2
[3,0,0,2,0,0,0]=> size : 262, iter: 2
[3,0,0,3,0,0,0]=> size : 29, iter: 4
[3,0,0,4,0,0,0]=> size : 8, iter: 2
[3,0,0,2,1,0,0]=> size : 117, iter: 3
[3,0,0,2,2,0,0]=> size : 20, iter: 3
[3,0,0,1,1,0,0]=> size : 488, iter: 2
[3,0,0,1,2,0,0]=> size : 238, iter: 2
[3,0,0,1,3,0,0]=> size : 37, iter: 6
[3,0,0,1,4,0,0]=> size : 14, iter: 2
[3,0,0,1,5,0,0]=> size : 13, iter: 2
[3,0,0,1,6,0,0]=> size : 13, iter: 2
[3,0,0,1,1,1,0]=> size : 20, iter: 2
[3,0,0,1,0,1,0]=> size : 41, iter: 2
[3,0,0,0,1,0,0]=> size : 2478, iter: 2
[3,0,0,0,2,0,0]=> size : 1307, iter: 3
[3,0,0,0,3,0,0]=> size : 667, iter: 3
[3,0,0,0,4,0,0]=> size : 257, iter: 5
[3,0,0,0,5,0,0]=> size : 16, iter: 3
[3,0,0,0,6,0,0]=> size : 15, iter: 2
[3,0,0,0,7,0,0]=> size : 15, iter: 2
[3,0,0,0,2,1,0]=> size : 26, iter: 2
[3,0,0,0,1,1,0]=> size : 82, iter: 2
[3,0,0,0,1,2,0]=> size : 37, iter: 2
[3,0,0,0,0,1,0]=> size : 198, iter: 2
[3,0,0,0,0,2,0]=> size : 53, iter: 2
[3,0,0,0,0,3,0]=> size : 7, iter: 2
[2,1,0,0,0,0,0]=> size : 7117, iter: 2
[2,2,0,0,0,0,0]=> size : 5966, iter: 2
[2,3,0,0,0,0,0]=> size : 5071, iter: 2
[2,4,0,0,0,0,0]=> size : 4383, iter: 2
[2,5,0,0,0,0,0]=> size : 3832, iter: 2
[2,6,0,0,0,0,0]=> size : 3363, iter: 2
[2,7,0,0,0,0,0]=> size : 2944, iter: 2
[2,8,0,0,0,0,0]=> size : 2640, iter: 2
[2,9,0,0,0,0,0]=> size : 2391, iter: 2
[2,10,0,0,0,0,0]=> size : 2138, iter: 2
[2,11,0,0,0,0,0]=> size : 1930, iter: 2
[2,12,0,0,0,0,0]=> size : 1741, iter: 2
[2,13,0,0,0,0,0]=> size : 1555, iter: 2
[2,14,0,0,0,0,0]=> size : 1430, iter: 2
[2,15,0,0,0,0,0]=> size : 1284, iter: 2
[2,16,0,0,0,0,0]=> size : 1151, iter: 2
[2,17,0,0,0,0,0]=> size : 1022, iter: 2
[2,18,0,0,0,0,0]=> size : 900, iter: 2
[2,19,0,0,0,0,0]=> size : 804, iter: 2
[2,20,0,0,0,0,0]=> size : 678, iter: 3
[2,21,0,0,0,0,0]=> size : 609, iter: 2
[2,22,0,0,0,0,0]=> size : 482, iter: 2
[2,23,0,0,0,0,0]=> size : 394, iter: 3
[2,19,0,0,1,0,0]=> size : 346, iter: 2
[2,18,0,0,1,0,0]=> size : 382, iter: 2
[2,17,0,0,1,0,0]=> size : 492, iter: 2
[2,16,0,0,1,0,0]=> size : 561, iter: 4
[2,15,0,0,1,0,0]=> size : 665, iter: 2
[2,14,0,1,0,0,0]=> size : 191, iter: 3
[2,14,0,0,1,0,0]=> size : 752, iter: 2
[2,14,0,0,2,0,0]=> size : 199, iter: 5
[2,13,0,1,0,0,0]=> size : 278, iter: 3
[2,13,0,0,1,0,0]=> size : 841, iter: 2
[2,13,0,0,2,0,0]=> size : 433, iter: 3
[2,12,0,1,0,0,0]=> size : 334, iter: 2
[2,12,0,1,1,0,0]=> size : 113, iter: 5
[2,12,0,0,1,0,0]=> size : 911, iter: 2
[2,12,0,0,2,0,0]=> size : 522, iter: 2
[2,11,0,1,0,0,0]=> size : 393, iter: 3
[2,11,0,1,1,0,0]=> size : 185, iter: 2
[2,11,0,0,1,0,0]=> size : 998, iter: 2
[2,11,0,0,2,0,0]=> size : 583, iter: 2
[2,10,0,1,0,0,0]=> size : 444, iter: 2
[2,10,0,1,1,0,0]=> size : 222, iter: 2
[2,10,0,0,1,0,0]=> size : 1125, iter: 2
[2,10,0,0,2,0,0]=> size : 653, iter: 3
[2,9,0,1,0,0,0]=> size : 516, iter: 2
[2,9,0,2,0,0,0]=> size : 77, iter: 3
[2,9,0,1,1,0,0]=> size : 298, iter: 2
[2,9,0,1,2,0,0]=> size : 89, iter: 3
[2,9,0,0,1,0,0]=> size : 1201, iter: 2
[2,9,0,0,2,0,0]=> size : 756, iter: 3
[2,9,0,0,3,0,0]=> size : 416, iter: 2
[2,9,0,0,0,1,0]=> size : 63, iter: 2
[2,8,0,1,0,0,0]=> size : 571, iter: 2
[2,8,0,2,0,0,0]=> size : 101, iter: 4
[2,8,0,1,1,0,0]=> size : 365, iter: 2
[2,8,0,1,2,0,0]=> size : 111, iter: 2
[2,8,0,0,1,0,0]=> size : 1335, iter: 2
[2,8,0,0,2,0,0]=> size : 829, iter: 3
[2,8,0,0,3,0,0]=> size : 488, iter: 2
[2,8,0,0,1,1,0]=> size : 39, iter: 2
[2,8,0,0,0,1,0]=> size : 86, iter: 2
[2,7,1,0,0,0,0]=> size : 46, iter: 2
